0,0,0,1.570796327,0,0,0
0.1111111111,0,1.777777778,1.570796327,0,0,0
0.2222222222,0,3.555555556,1.570796327,0,0,0
0.3333333333,0,5.333333333,1.570796327,0,0,0
0.4444444444,0,7.111111111,1.570796327,0,0,0
0.5555555556,0,8.888888889,1.570796327,0,0,0
0.6666666667,0,10.66666667,1.570796327,0,0,0
0.7777777778,0,12.44444444,1.570796327,0,0,0
0.8888888889,0,14.22222222,1.570796327,0,0,0
1,0,16,1.570796327,0,0,0
,,,,,,
0,0,0,1.178097245,0,-0.1957271566,0
0.1111111111,0.6289930312,1.510219838,1.17226566,-0.1067347138,-0.1957271566,0.2109796393
0.2222222222,1.273948514,3.013680954,1.159090968,-0.0937735136,0.2432629352,0.6629564321
0.3333333333,1.931805814,4.511554845,1.158417277,0.1027066935,0.4773369689,1.498034179
0.4444444444,2.57146316,6.017238173,1.185060034,0.3785333856,0.5342697002,2.934947538
0.5555555556,3.144541851,7.549273456,1.246702911,0.631573109,0.3937647471,4.299822488
0.6666666667,3.594419574,9.12151906,1.342429445,0.7853981634,0.1703954859,5.130612501
0.7777777778,3.874454214,10.73245898,1.454936833,0.7853981634,-0.1703954859,5.746167632
0.8888888889,3.984978159,12.36415339,1.542769799,0.4926251936,-0.9033624111,8.797833237
1,4,14,1.570796327,0,-0.9033624111,13.29213706
,,,,,,
0,0,0,1.570796327,0,0,0
0.1111111111,0,0.8888888889,1.570796327,0,0,0
0.2222222222,0,1.777777778,1.570796327,0,0,0
0.3333333333,0,2.666666667,1.570796327,0,0,0
0.4444444444,0,3.555555556,1.570796327,0,0,0
0.5555555556,0,4.444444444,1.570796327,0,0,0
0.6666666667,0,5.333333333,1.570796327,0,0,0
0.7777777778,0,6.222222222,1.570796327,0,0,0
0.8888888889,0,7.111111111,1.570796327,0,0,0
1,0,8,1.570796327,0,0,0
,,,,,,
0,0,0,1.570796327,0,0.120590219,0
0.1111111111,-0.002657631176,1.811776511,1.575198476,0.07282764977,0.120590219,0.08889073784
0.2222222222,-0.01939519758,3.623472415,1.584256841,0.04246851088,-0.2211293746,0.3597407024
0.3333333333,-0.04282836718,5.43509888,1.579702712,-0.1309188402,-0.353070636,0.8974939658
0.4444444444,-0.0361384401,7.246797368,1.549539075,-0.3623520284,-0.4133574702,1.830760424
0.5555555556,0.0545644828,9.055996699,1.485691933,-0.6017128665,-0.3793243193,2.926154439
0.6666666667,0.2937448865,10.85115755,1.386181468,-0.7451496893,-0.09568971525,3.7272044
0.7777777778,0.7245525661,12.61003795,1.277356021,-0.6797173222,0.3123794889,4.482355212
0.8888888889,1.320057944,14.32069771,1.202289841,-0.390260113,0.6462044653,6.298437972
1,2,16,1.178097245,0,0.6462044653,8.850976187
,,,,,,
0,0,0,1.178097245,0,-0.6284619993,0
0.1111111111,0.5783878383,1.375926175,1.162280747,-0.3126737665,-0.6284619993,1.981249203
0.2222222222,1.199341542,2.733053675,1.117899145,-0.473981011,-0.01998046214,3.490237497
0.3333333333,1.885312299,4.058486401,1.070368234,-0.3829088077,0.386083571,4.155745866
0.4444444444,2.622335813,5.3563325,1.042573326,-0.1434327023,0.5765915754,5.435370723
0.5555555556,3.377664765,6.643667066,1.042573411,0.1434344388,0.5765918147,7.092834706
0.6666666667,4.114688102,7.941513177,1.070368474,0.3829096396,0.3860796954,8.372455
0.7777777778,4.800658667,9.266946054,1.117899353,0.4739801478,-0.01998340086,9.0379551
0.8888888889,5.421612031,10.62407387,1.162280805,0.3126727037,-0.628459863,10.54692894
1,6,12,1.178097245,0,-0.628459863,12.52816467
,,,,,,
0,0,0,0.7853981634,0,0.146567966,0
0.1111111111,1.361543885,1.367062859,0.7914696616,0.09426388956,0.146567966,0.1400655812
0.2222222222,2.706055089,2.750844391,0.8105605893,0.20590453,0.200605096,0.3545661998
0.3333333333,4.012578428,4.17045009,0.8459898961,0.3289653964,0.1820818685,0.6379048259
0.4444444444,5.256035762,5.64546937,0.8967979951,0.4114084556,0.07429438625,0.859154243
0.5555555556,6.415456458,7.187323694,0.9564194417,0.4551845737,0.06183784042,1.010497598
0.6666666667,7.475549763,8.799004705,1.0226781,0.4965305031,0.06673713773,1.182692133
0.7777777778,8.421449804,10.48017976,1.094273099,0.5091461131,-0.02750590475,1.369647891
0.8888888889,9.248785999,12.22286884,1.156236375,0.3335340157,-0.5186015821,2.48404391
1,10,14,1.178097245,0,-0.5186015821,4.237605325
,,,,,,
0,0,0,1.178097245,0,-1.23270248,0
0.1111111111,0.3850197802,0.9175620461,1.164139449,-0.4088777774,-1.23270248,5.058730717
0.2222222222,0.7953952845,1.824003308,1.124608348,-0.5850871155,0.1702153503,12.56877249
0.3333333333,1.243651869,2.712317038,1.083079808,-0.5356480089,0.1278869814,12.7521474
0.4444444444,1.725799453,3.582727424,1.049189906,-0.3629767564,0.9132665997,15.75559339
0.5555555556,2.228845522,4.441277714,1.036962853,0.03475103577,1.484907441,21.61531462
0.6666666667,2.729353743,5.301298808,1.056461014,0.5241887212,1.466248537,28.87111865
0.7777777778,3.197036464,6.179479856,1.110392759,0.7459523756,-0.1290831455,38.88479332
0.8888888889,3.614181376,7.082777495,1.161410776,0.4830296269,-1.456258696,46.90875008
1,4,8,1.178097245,0,-1.456258696,53.96870757
,,,,,,
0,0,0,0.7853981634,0,0,0
0.1111111111,1.333333333,1.333333333,0.7853981634,0,0,0
0.2222222222,2.666666667,2.666666667,0.7853981634,0,0,0
0.3333333333,4,4,0.7853981634,0,0,0
0.4444444444,5.333333333,5.333333333,0.7853981634,0,0,0
0.5555555556,6.666666667,6.666666667,0.7853981634,0,0,0
0.6666666667,8,8,0.7853981634,0,0,0
0.7777777778,9.333333333,9.333333333,0.7853981634,0,0,0
0.8888888889,10.66666667,10.66666667,0.7853981634,0,0,0
1,12,12,0.7853981634,0,0,0
,,,,,,
0,0,0,1.178097245,0,-1.195454232,0
0.1111111111,0.5638098592,1.32536946,1.14887932,-0.5739619702,-1.195454232,6.914175058
0.2222222222,1.20703521,2.613581087,1.060513486,-0.7853981634,0.314691028,13.77280118
0.3333333333,1.96692395,3.836609023,0.9691854193,-0.7853981634,-0.314691028,15.03387283
0.4444444444,2.840657768,4.980912518,0.8681725498,-0.7853981634,0.314691028,16.33292697
0.5555555556,3.817705894,6.038679434,0.7868309396,-0.6064160729,0.4308806597,17.27058279
0.6666666667,4.861871325,7.030631065,0.7400142463,-0.2351077832,1.115849226,21.40911034
0.7777777778,5.92875059,7.998310303,0.740831302,0.2276761483,0.8119335819,26.10779555
0.8888888889,6.976900486,8.986159104,0.7716891142,0.281726059,-0.5867820985,31.07297824
1,8,10,0.7853981634,0,-0.5867820985,32.73879864
,,,,,,
0,0,0,0.3926990817,0,1.195454654,0
0.1111111111,1.325369449,0.5638098599,0.4219170176,0.5739621693,1.195454654,6.9141799
0.2222222222,2.613581049,1.207035242,0.5102828803,0.7853981634,-0.3146922738,13.77281693
0.3333333333,3.836608954,1.966924013,0.6016109282,0.7853981634,0.3146922738,15.0338963
0.4444444444,4.980912414,2.84065786,0.7026238174,0.7853981634,-0.3146922738,16.33295831
0.5555555556,6.038679297,3.817706008,0.7839653922,0.6064157136,-0.4308809158,17.2706161
0.6666666667,7.03063094,4.861871413,0.8307820422,0.2351075009,-1.115848659,21.40913956
0.7777777778,7.998310227,5.928750622,0.8299649764,-0.2276760167,-0.811932437,26.10781771
0.8888888889,8.986159106,6.976900498,0.7991071989,-0.2817257871,0.5867815363,31.07298809
1,10,8,0.7853981634,0,0.5867815363,32.73880529
,,,,,,
0,0,0,0.7853981634,0,0,0
0.1111111111,0.6666666667,0.6666666667,0.7853981634,0,0,0
0.2222222222,1.333333333,1.333333333,0.7853981634,0,0,0
0.3333333333,2,2,0.7853981634,0,0,0
0.4444444444,2.666666667,2.666666667,0.7853981634,0,0,0
0.5555555556,3.333333333,3.333333333,0.7853981634,0,0,0
0.6666666667,4,4,0.7853981634,0,0,0
0.7777777778,4.666666667,4.666666667,0.7853981634,0,0,0
0.8888888889,5.333333333,5.333333333,0.7853981634,0,0,0
1,6,6,0.7853981634,0,0,0
,,,,,,
0,0,0,0.7853981634,0,-0.1465679652,0
0.1111111111,1.367062859,1.361543885,0.7793266653,-0.09426388909,-0.1465679652,0.1400655798
0.2222222222,2.750844391,2.706055089,0.7602357376,-0.2059045295,-0.2006050966,0.3545661983
0.3333333333,4.17045009,4.012578428,0.7248064308,-0.3289653965,-0.1820818698,0.6379048265
0.4444444444,5.64546937,5.256035762,0.6739983318,-0.4114084563,-0.07429438702,0.8591542458
